emp_no,first_name,last_name,gender,salary,to_date
44043,Dmitri,Lakshmanan,F,57653,1/1/99
44251,Martine,Haldar,M,41526,1/1/99
44060,Luigi,Brattka,M,40000,1/1/99
44256,Doohun,Krzyzanowski,F,40000,1/1/99
44070,Luerbio,Onuegbe,M,71639,1/1/99
44262,Sanjit,Petereit,F,56245,1/1/99
44285,Keiichiro,Chimia,F,40000,1/1/99
44087,Claudi,Glinert,F,40000,1/1/99
44088,Uwe,Ohori,M,40000,1/1/99
44097,Shim,Luga,M,60923,1/1/99
44099,Shridhar,Gruenwald,M,47876,1/1/99
44100,Guozhong,Bresenham,M,46098,1/1/99
44110,Duri,Kalloufi,F,40000,1/1/99
44111,Sugwoo,Streit,F,49351,1/1/99
44288,Ingemar,Baja,M,48521,1/1/99
44125,Douadi,Conia,F,70912,1/1/99
44292,Alexius,Georg,M,40000,1/1/99
44130,Zongyan,Winter,M,40000,1/1/99
44293,Sachem,Vakili,M,40000,1/1/99
44135,JoAnna,Neimat,F,40000,1/1/99
44301,Fatemeh,Nivat,F,41760,1/1/99
44148,Fun,Marchesini,F,40000,1/1/99
44326,Dmitri,Verspoor,M,89279,1/1/99
44164,Becky,McClure,M,40000,1/1/99
44165,Greger,Heuser,F,40000,1/1/99
44178,Jackson,Schmezko,F,90146,1/1/99
44354,Basant,Garnier,F,60932,1/1/99
44184,Maya,Birnbaum,F,40000,1/1/99
44189,Shaibal,Mitzlaff,M,59748,1/1/99
44193,Fatemeh,Billingsley,F,40000,1/1/99
44195,Hatem,Boyle,F,40000,1/1/99
44197,Geraldo,Krichel,M,40000,1/1/99
44366,Alois,Chinal,M,72676,1/1/99
44224,Shietung,Selenyi,F,40000,1/1/99
44375,Emran,Isard,F,79175,1/1/99
44392,Bedir,Shigei,M,42369,1/1/99
44393,Turgut,Douceur,M,40000,1/1/99
44394,Eran,Thombley,M,72836,1/1/99
44395,Mario,Eastman,M,82198,1/1/99
44397,Moon,Mitsuhashi,M,40993,1/1/99
44607,Sachem,Valtorta,M,51383,1/1/99
44425,Yinghua,Businaro,M,51444,1/1/99
44435,Odinaldo,Spelt,M,40000,1/1/99
44442,Atilio,Gente,F,83981,1/1/99
44445,Sreenivas,Heinisuo,F,40000,1/1/99
44454,Toshimo,Besancenot,M,79113,1/1/99
44459,Aluzio,Panienski,M,73162,1/1/99
44608,Sudhanshu,Herber,F,61586,1/1/99
44465,Brigham,Teitelbaum,M,104822,1/1/99
44467,Zhanqiu,Ramsak,F,46804,1/1/99
44609,Zhongwei,Feinberg,M,40000,1/1/99
44610,Aamod,Cronan,F,56065,1/1/99
44472,Mingdong,Snyers,M,76936,1/1/99
44616,Abdelkader,Pettis,M,40000,1/1/99
44639,Odysseas,Anick,F,40000,1/1/99
44484,Pasqua,Gelosh,F,40000,1/1/99
44485,Jaideep,Thebaut,M,40000,1/1/99
44490,Nalini,Lorcy,M,50321,1/1/99
44507,Toong,Ananiadou,M,40000,1/1/99
44644,Shigenori,Mitchem,M,40000,1/1/99
44520,Baruch,Engberts,M,42232,1/1/99
44525,Christophe,Fetvedt,M,44847,1/1/99
44664,Zhaofang,Luke,M,40000,1/1/99
44539,Kwangjo,Buchter,M,78872,1/1/99
44682,Souichi,Boissier,M,82058,1/1/99
44558,Zhiguo,Wielonsky,F,42277,1/1/99
44566,Yuqun,Bolotov,M,69384,1/1/99
44571,Tooru,Pashtan,F,40000,1/1/99
44575,Toney,Pocchiola,F,56674,1/1/99
44691,Munir,Montresor,M,73609,1/1/99
44589,Iara,Lanzelotte,M,51452,1/1/99
44591,Karlis,Laventhal,M,43492,1/1/99
44695,Sadok,Baek,M,60441,1/1/99
44716,Georgy,Haddadi,M,71224,1/1/99
44721,Dinah,Zielinski,M,44255,1/1/99
44734,Shay,Vandervoorde,F,40000,1/1/99
44784,Mohammed,Koblick,M,40000,1/1/99
44785,Phule,Kriebel,M,64670,1/1/99
44737,Vishu,Juneja,M,57212,1/1/99
44740,Georg,Uhrik,M,46039,1/1/99
44750,Bernice,Coors,F,99844,1/1/99
44806,Vishu,Schwabacher,M,40000,1/1/99
44809,Nagui,Gill,M,50369,1/1/99
44819,Chiranjit,Terekhov,F,51292,1/1/99
44821,Martien,Covnot,M,44917,1/1/99
44764,Ayonca,Ghemri,M,40000,1/1/99
44839,Xudong,Greibach,M,48456,1/1/99
44966,Foong,Beetstra,F,40000,1/1/99
44856,Amabile,Seuren,M,75125,1/1/99
44869,JoAnne,Serov,M,66539,1/1/99
44873,Eberhardt,Raczkowsky,F,47739,1/1/99
44874,Janche,Cools,M,40000,1/1/99
44875,Goh,Reinhart,M,73457,1/1/99
44883,Kagan,Cichocki,F,55765,1/1/99
44886,Poornachandra,Kuszyk,M,40000,1/1/99
44988,Oldrich,Kleiser,M,59873,1/1/99
44891,Cheong,Zaumen,M,51220,1/1/99
44908,Kamakshi,Pehl,M,54891,1/1/99
44913,Vishu,Cappelli,M,43102,1/1/99
44924,Divier,Azevdeo,F,76354,1/1/99
44938,Valdiodio,Potthoff,M,51607,1/1/99
44943,Lalit,Hmelo,F,41434,1/1/99
44952,Zeydy,Munoz,F,54675,1/1/99
44955,Aram,Kawashima,F,53874,1/1/99
44963,Amabile,Gimbel,M,94383,1/1/99
44965,Tetsurou,Suppi,F,58994,1/1/99
44992,Kendra,Perna,M,40000,1/1/99
44998,Vishv,Kaiser,M,66062,1/1/99
45002,Leif,Klyachko,M,40000,1/1/99
45006,Vishv,Liedekerke,F,45963,1/1/99
45014,Souichi,Orsini,M,71247,1/1/99
45042,Marek,Heinisuo,M,52819,1/1/99
45163,Peer,Flowers,M,47276,1/1/99
45166,Licheng,Lorho,M,54187,1/1/99
45170,Irena,Rissanen,M,49547,1/1/99
45172,Saeko,Radhakrishnan,M,54912,1/1/99
45177,Alassane,Iacovou,M,40000,1/1/99
45053,Ymte,Zongker,F,60172,1/1/99
45193,Reinhard,Lubachevsky,F,63949,1/1/99
45055,Xiaobin,Radhakrishnan,F,43138,1/1/99
45200,Teunis,Chvatal,M,59523,1/1/99
45204,Alexius,Candan,F,43238,1/1/99
45058,Shuzo,Mahmud,F,43472,1/1/99
45209,Yinghua,Cardazo,M,47678,1/1/99
45062,Aemilian,Hammerschmidt,F,65998,1/1/99
45216,Gou,Ballarin,F,41211,1/1/99
45217,Marsal,Pena,F,40000,1/1/99
45066,Seongbin,Gadepally,M,62679,1/1/99
45069,Lenore,Valette,F,40216,1/1/99
45228,Utpal,Unni,M,52606,1/1/99
45232,Chaosheng,Senzako,F,79507,1/1/99
45070,Ennio,Frolund,F,40000,1/1/99
45092,Francesca,Chandrasekhar,M,63645,1/1/99
45244,Joydip,Lueh,F,41610,1/1/99
45245,Margo,Ishibashi,M,58029,1/1/99
45251,Billur,Brandsma,F,80647,1/1/99
45261,George,Larfeldt,F,55147,1/1/99
45269,Arve,Avouris,M,83548,1/1/99
45121,Menkae,Christianini,M,56603,1/1/99
45275,Arun,Swan,M,49876,1/1/99
45290,Thanasis,Varman,F,40000,1/1/99
45293,Duke,Lakshmanan,F,40000,1/1/99
45298,Shay,Valtorta,M,56982,1/1/99
45306,Pranjal,Rajaraman,F,48231,1/1/99
45311,Zengping,Talmor,F,63339,1/1/99
45313,DAIDA,Schusler,F,60624,1/1/99
45314,Zhigen,Motley,M,50780,1/1/99
45130,Bezalel,Puppe,M,40000,1/1/99
45318,Franziska,Dalton,F,40000,1/1/99
45327,Khedija,Karner,F,40000,1/1/99
45138,Miomir,Karcich,M,75142,1/1/99
45331,Keung,Peot,M,40000,1/1/99
45333,Leszek,Waeselynck,M,63235,1/1/99
45142,Perla,Rehfuss,F,58778,1/1/99
45145,Almudena,Zumaque,F,59548,1/1/99
45534,Perla,Jullig,M,86547,1/1/99
45342,Fatemeh,Sluis,M,52468,1/1/99
45344,Shigeo,Servieres,F,63050,1/1/99
45352,Yuichiro,Zallocco,M,40000,1/1/99
45537,Ottavia,Wissmann,F,49858,1/1/99
45363,Kenroku,Hainaut,M,40000,1/1/99
45364,Pantung,Picht,M,47444,1/1/99
45366,Ranan,Gargeya,M,40000,1/1/99
45544,Candido,Coombs,F,40000,1/1/99
45376,Mabo,Toyoshima,F,55568,1/1/99
45377,Temple,Flasterstein,F,40977,1/1/99
45382,Yoshimitsu,Stassinopoulos,M,40000,1/1/99
45545,Along,Bruckman,F,40000,1/1/99
45546,Gopalakrishnan,Lanphier,F,102460,1/1/99
45390,Sedat,Alameldin,F,56817,1/1/99
45550,Shaowen,McFarlin,F,53893,1/1/99
45552,Aloys,Albarhamtoshy,F,69599,1/1/99
45402,Kwok,Liesche,M,40000,1/1/99
45557,Girolamo,Legleitner,M,40000,1/1/99
45561,Navid,Lodder,M,40000,1/1/99
45416,Avishai,Percebois,M,51789,1/1/99
45566,Lena,Marsiglia,M,46112,1/1/99
45570,Shuho,Schwartzburd,M,41149,1/1/99
45432,Richard,Barreiro,F,64386,1/1/99
45436,Gila,Limongiello,F,56671,1/1/99
45593,Xiaocheng,Litzler,M,52190,1/1/99
45460,Mang,Rande,M,41469,1/1/99
45466,Guiseppe,Tomescu,M,87135,1/1/99
45467,Huican,Bahk,F,40000,1/1/99
45468,Padma,Pell,M,72091,1/1/99
45599,Ronnie,Harnett,F,40000,1/1/99
45479,Ferdinand,Krupka,F,52393,1/1/99
45601,Rafael,Spell,F,48687,1/1/99
45488,Shigehiro,Shackel,F,79290,1/1/99
45612,King,Monkewich,F,45243,1/1/99
45629,Guoxiang,Nanard,M,40000,1/1/99
45507,Xiong,Lamparter,M,51514,1/1/99
45514,Jessie,Alpin,M,79268,1/1/99
45634,Barry,Ghemri,M,67342,1/1/99
45645,Hausi,Desikan,F,44932,1/1/99
45657,Jianhao,Hedayat,M,40000,1/1/99
45658,Maja,Ebeling,F,45050,1/1/99
45669,Janalee,Boudaillier,M,66337,1/1/99
45709,Oddvar,Schnelling,M,42401,1/1/99
45685,Anwar,Huhdanpaa,F,40000,1/1/99
45731,Naraig,Bouloucos,F,44160,1/1/99
45732,Moheb,Gruenwald,M,54826,1/1/99
45695,Danco,Kowalchuk,M,40000,1/1/99
45743,Adas,Baaleh,F,65720,1/1/99
45698,Sanjoy,Melichar,M,72382,1/1/99
45702,Peer,Showalter,M,40000,1/1/99
45895,Sajjad,Vural,F,53341,1/1/99
45788,Shiv,Mitsuhashi,M,48099,1/1/99
45797,Chikara,Khalid,M,40000,1/1/99
45798,Gad,Plotkin,M,40000,1/1/99
45803,Padma,Lanzelotte,M,94436,1/1/99
45808,Yongdong,Eiron,F,67640,1/1/99
45809,Wilmer,Arlazarov,F,50421,1/1/99
45814,Zhenbing,Malabarba,F,55267,1/1/99
45904,Arunas,DasSarma,F,40000,1/1/99
45821,Garnik,Dredge,M,51546,1/1/99
45827,Ortrun,Schonegge,M,40000,1/1/99
45828,Panayotis,Litzkow,M,65770,1/1/99
45908,Masasuke,Heyers,M,40000,1/1/99
45915,Paddy,Gluchowski,F,41921,1/1/99
45844,Patricia,Fetvedt,F,40000,1/1/99
45919,Aemilian,Denti,M,54551,1/1/99
45854,Zsolt,Kriebel,M,40000,1/1/99
45923,Masato,Xiaoshan,M,62573,1/1/99
45867,Hailing,Denna,F,41291,1/1/99
45883,JoAnna,Maccarone,M,40000,1/1/99
45886,Ioana,Ginesta,M,63626,1/1/99
45951,Duke,Garnick,M,45623,1/1/99
45962,Remco,Kalorkoti,M,40000,1/1/99
45972,Rafael,Bednarek,M,40000,1/1/99
45973,Mokhtar,Bernatsky,M,70974,1/1/99
46079,Genevieve,Varman,M,56474,1/1/99
45977,Ulf,Wiegley,M,44570,1/1/99
46083,Charmane,Speek,M,57612,1/1/99
46089,Giordano,Emden,M,45787,1/1/99
46090,Iara,Whittlesey,M,42445,1/1/99
45979,Uno,Colorni,F,40000,1/1/99
45998,Inderjeet,Rodiger,M,41444,1/1/99
46104,Yoshinari,Kavvadias,M,45599,1/1/99
46109,Kiyotoshi,Kragelund,M,102429,1/1/99
46004,Toshimori,Schlegelmilch,M,40000,1/1/99
46124,Shunichi,Barinka,M,57654,1/1/99
46025,Yurii,Demir,F,62359,1/1/99
46141,Sven,Nollmann,M,61599,1/1/99
46026,Leon,Schrooten,M,40000,1/1/99
46159,Barun,Grabner,F,40736,1/1/99
46164,Arumugam,Wynblatt,M,51057,1/1/99
46028,Sakthirel,Emmerich,M,66926,1/1/99
46037,Mohit,Preusig,M,72671,1/1/99
46176,Hatsukazu,Murrill,F,40000,1/1/99
46189,Yongdong,Reistad,M,61523,1/1/99
46042,Youssef,Vrecion,F,54737,1/1/99
46191,Hilari,Pocchiola,M,47480,1/1/99
46054,Udi,Bultermann,M,40750,1/1/99
46203,Ferdinand,Dymetman,F,40000,1/1/99
46055,Charlene,Fabrizio,F,40000,1/1/99
46221,Weidon,Kobuchi,M,51056,1/1/99
46059,Susumu,DuCasse,F,75362,1/1/99
46066,Ennio,Conde,M,40000,1/1/99
46236,Thodoros,Edelhoff,F,40000,1/1/99
46068,Laurentiu,Weisert,M,40000,1/1/99
46075,Lucien,Cunliffe,F,45519,1/1/99
46248,Leif,dAstous,M,40000,1/1/99
46250,Yefim,Decleir,F,69390,1/1/99
46258,Nechama,Przulj,M,40000,1/1/99
46260,Tze,Karlin,F,53467,1/1/99
46452,Filipp,Christianini,M,53925,1/1/99
46457,Alenka,Keohane,M,51352,1/1/99
46261,Owen,Uehara,F,84153,1/1/99
46266,Kiam,Carrera,F,40000,1/1/99
46272,Mong,Shiratori,M,65889,1/1/99
46466,Eberhardt,Cusworth,M,53479,1/1/99
46281,Rosine,Berztiss,M,40000,1/1/99
46470,Adhemar,Rassart,M,40000,1/1/99
46484,Neelam,Rabehasaina,F,59795,1/1/99
46299,Constantine,Hmelo,F,40000,1/1/99
46305,Yakichi,Lamba,M,40000,1/1/99
46500,Mong,Keirsey,F,40000,1/1/99
46316,Padma,Karnin,M,68015,1/1/99
46317,Susanta,Rebaine,M,57251,1/1/99
46318,Susumu,Vieth,F,40000,1/1/99
46323,Masako,Tzvieli,F,75704,1/1/99
46326,Harjit,Paludetto,F,40000,1/1/99
46335,Shuji,Ananiadou,M,40000,1/1/99
46339,Stepehn,Linares,M,56890,1/1/99
46532,Siamak,Ruther,F,64589,1/1/99
46345,Ortrun,Kolvik,F,40000,1/1/99
46347,Nadjib,Standera,M,40000,1/1/99
46352,Unal,Zambonelli,M,89610,1/1/99
46356,Sham,Przulj,F,79940,1/1/99
46548,Uno,Schlenzig,M,40000,1/1/99
46392,Emdad,Zykh,F,60793,1/1/99
46562,Tiina,Panangaden,M,40252,1/1/99
46407,Hideyuki,Braunmuhl,F,40000,1/1/99
46414,Ferdinand,Schahn,M,40000,1/1/99
46563,Marlo,Veldwijk,F,40000,1/1/99
46425,Martina,Leivant,F,68060,1/1/99
46567,Khatoun,Kirkerud,M,63043,1/1/99
46574,Yuping,Sinitsyn,M,65251,1/1/99
46439,Ibibia,Junet,M,119124,1/1/99
46440,Pranav,Rosay,F,53108,1/1/99
46576,Kasidit,Lorys,M,40000,1/1/99
46585,Kazuhisa,Bressoud,M,71081,1/1/99
46587,Macha,Baaleh,M,80392,1/1/99
46619,Taizo,Docker,M,65764,1/1/99
46635,Saeed,Frezza,F,54001,1/1/99
46642,Masadi,Kusakabe,F,40000,1/1/99
46646,Subir,Cesareni,F,45327,1/1/99
46622,Filipp,Krzyzanowski,M,57693,1/1/99
46630,Shao,Coorg,M,40000,1/1/99
46664,Toshimori,Benveniste,F,92218,1/1/99
46666,Mabhin,Avouris,M,40000,1/1/99
46670,Marie,Unno,F,48252,1/1/99
46672,Heekeun,Rehfuss,M,40000,1/1/99
46838,Yakichi,Marzano,M,68645,1/1/99
46680,Phuoc,Fairtlough,F,53167,1/1/99
46683,Ger,Wynblatt,M,72751,1/1/99
46685,Valter,Takanami,M,46359,1/1/99
46714,Goa,Cronin,F,40000,1/1/99
46717,Roded,Yeung,M,40000,1/1/99
46721,Mang,Narlikar,F,55077,1/1/99
46727,LiMin,Dratva,M,40000,1/1/99
46730,Lakshmi,Flexer,F,40000,1/1/99
46853,Aiichiro,Walston,M,64802,1/1/99
46739,Goncalo,Douceur,F,40000,1/1/99
46740,Denis,Kisuki,F,40000,1/1/99
46749,Gaetan,Lamparter,M,40000,1/1/99
46755,Jenwei,Frezza,F,66106,1/1/99
46757,Supot,Delgrange,M,44647,1/1/99
46858,Lubomir,Gente,M,83213,1/1/99
46864,Ferdinand,Sooriamurthi,F,82282,1/1/99
46768,Shimshon,Narahari,M,40000,1/1/99
46773,Vojin,Parveen,F,43783,1/1/99
46866,Sangeeta,Garnham,F,76163,1/1/99
46882,Ebbe,Swist,F,48635,1/1/99
46901,Krisda,Orlowska,M,41985,1/1/99
46927,Khaled,Matheson,M,40000,1/1/99
46953,Lucien,Luga,M,43352,1/1/99
47005,Eric,Selvestrel,M,71250,1/1/99
46959,Dulce,Haldar,F,40000,1/1/99
47008,Radhika,Narlikar,F,40000,1/1/99
47010,Goh,Nannarelli,M,55775,1/1/99
47013,Kerhong,Straney,F,41731,1/1/99
46960,Adas,Ranze,M,40000,1/1/99
47021,Mang,Paludetto,M,40000,1/1/99
47022,Mostafa,Terlouw,F,40000,1/1/99
46964,Tiina,McClure,M,40000,1/1/99
47034,Mario,Krupka,M,46160,1/1/99
46974,Shigehiro,Melski,M,40000,1/1/99
47038,Nathan,Krohn,F,48972,1/1/99
47047,Shugo,Nourani,F,40000,1/1/99
47050,Aimee,Nyrup,M,40000,1/1/99
47056,Parto,Marciano,M,77089,1/1/99
47059,DAIDA,Hoppenstand,F,80376,1/1/99
47061,Kinh,Servi,M,56823,1/1/99
47084,Toshimori,Fortenbacher,M,44471,1/1/99
47088,Oddvar,Melski,F,56583,1/1/99
47094,Leni,Shimshoni,F,59515,1/1/99
47103,Mamdouh,Lueh,M,48788,1/1/99
47107,Thanasis,Pews,F,51514,1/1/99
46984,Pascal,Kandlur,M,65966,1/1/99
47116,Oscar,Rosar,F,76911,1/1/99
47117,Munehiko,Zhiwei,M,47836,1/1/99
46993,Brigham,Swab,M,45268,1/1/99
47137,Valter,Marchegay,F,92421,1/1/99
47145,Tommaso,Plavsic,F,40000,1/1/99
47146,Masato,Ramaiah,M,60808,1/1/99
47148,Makato,Baezner,F,40000,1/1/99
47203,Samphel,Fasbender,F,40000,1/1/99
47166,Chiranjit,Bade,M,64214,1/1/99
47168,Nahum,Pell,F,40000,1/1/99
47173,Lakshmi,Velasco,F,45369,1/1/99
47178,Rimon,Srimani,M,40000,1/1/99
47185,Premsyl,Homond,M,45866,1/1/99
47205,Valeri,Whittlesey,F,40569,1/1/99
47215,Zhenbing,Swen,M,40000,1/1/99
47224,Kankanahalli,Honiden,F,57544,1/1/99
47374,Yonghong,Kaiserswerth,M,56376,1/1/99
47227,Jiafu,Gulla,M,60919,1/1/99
47376,Mats,Rouquie,M,65898,1/1/99
47379,Rance,Tchuente,M,40103,1/1/99
47383,Amabile,Melichar,M,79310,1/1/99
47236,Masako,Polupanov,M,50691,1/1/99
47239,Zissis,Schaad,M,53575,1/1/99
47401,Arco,Thisen,M,67807,1/1/99
47246,Teruyuki,Broder,M,40000,1/1/99
47409,Kazuhira,Buchter,F,40000,1/1/99
47414,Youjian,Ratnakar,M,49220,1/1/99
47249,Jayson,Swen,M,40000,1/1/99
47265,Chikako,Birke,M,62511,1/1/99
47438,Dayanand,Mandell,M,84984,1/1/99
47282,Mihalis,Herath,M,40000,1/1/99
47445,Masami,Kropp,F,44119,1/1/99
47446,Werner,Matzke,F,44330,1/1/99
47462,Beshir,Sooriamurthi,F,51389,1/1/99
47286,Yinlin,Kamble,F,108923,1/1/99
47466,Mayuri,Biron,F,40000,1/1/99
47470,Toong,Deville,M,63386,1/1/99
47288,Nishit,Ratnaker,M,92306,1/1/99
47293,Unal,Beidas,M,40000,1/1/99
47488,Sumant,Delgrange,M,80930,1/1/99
47299,Dmitri,Wixon,M,40000,1/1/99
47311,Saeko,Baik,M,40000,1/1/99
47340,Jaber,Pokrovskii,M,43914,1/1/99
47516,Ronnie,Assaf,F,60270,1/1/99
47342,Shichao,Stiles,M,64991,1/1/99
47553,Falguni,Zallocco,M,68388,1/1/99
47358,Tommaso,Lieberherr,M,59821,1/1/99
47763,Yagil,Basart,F,62616,1/1/99
47567,Marc,Pouyioutas,F,40000,1/1/99
47568,Jaewoo,Lagarias,M,47948,1/1/99
47581,Jagoda,Copas,F,41986,1/1/99
47586,Goncalo,Rothe,M,40000,1/1/99
47593,Christfried,Awdeh,F,40000,1/1/99
47764,Nadjib,Demri,M,49053,1/1/99
47765,Mayumi,Sevcikova,F,72944,1/1/99
47606,Howell,Versino,F,42459,1/1/99
47766,Gunilla,Simmel,F,55261,1/1/99
47611,Eldridge,Fandrianto,M,65917,1/1/99
47616,Shichao,Kulisch,M,40000,1/1/99
47770,Conrado,Sridhar,M,73885,1/1/99
47627,Alejandra,Harbusch,F,64005,1/1/99
47777,Arunachalam,Zaumen,F,40010,1/1/99
47637,Sariel,Schlegelmilch,F,87895,1/1/99
47640,Persi,Barreiro,F,81013,1/1/99
47798,Mohammad,Zhang,F,40000,1/1/99
47821,Raimond,Mitina,M,45083,1/1/99
47690,Khue,Mayerwieser,M,40000,1/1/99
47825,Yakichi,Chelton,M,70260,1/1/99
47832,Chriss,Zaccaria,M,66127,1/1/99
47841,Aria,Benveniste,M,40000,1/1/99
47847,Renny,Rusmann,M,58431,1/1/99
47726,Huei,Bahr,M,70626,1/1/99
47735,Atilio,Krichel,F,65568,1/1/99
47849,Gao,Munke,F,40000,1/1/99
47737,Kensei,Speek,F,84820,1/1/99
47739,Moon,Piveteau,M,57664,1/1/99
47740,Tamiya,Linares,M,79333,1/1/99
47872,Toshimo,Attimonelli,M,40000,1/1/99
47876,Shigeaki,Orlowska,F,65338,1/1/99
47882,Zsolt,Solovay,F,40000,1/1/99
47905,Subhada,Vieth,F,40000,1/1/99
47928,Zhensheng,Zweizig,M,47249,1/1/99
47930,Apostol,Coors,F,40000,1/1/99
47932,King,Ruther,F,56422,1/1/99
47943,Martins,Puppo,M,48381,1/1/99
47906,Uma,Pulkowski,M,40000,1/1/99
47947,DAIDA,Keirsey,F,55875,1/1/99
47925,Angel,Kamble,F,74828,1/1/99
47952,Fumitaka,Motley,F,71650,1/1/99
47958,Jaques,Tibblin,M,47425,1/1/99
47965,Kotesh,Remmers,M,54427,1/1/99
47969,Tuval,Rosis,F,42692,1/1/99
48116,Jianhao,Suomi,M,40000,1/1/99
47981,Barna,Peng,F,50274,1/1/99
47988,Mohan,Frezza,M,53008,1/1/99
47996,Hirochika,Itschner,M,66180,1/1/99
47997,Babette,Botman,M,45570,1/1/99
47998,Rance,Karner,F,40183,1/1/99
48008,Goncalo,Gulak,F,65558,1/1/99
48127,Barna,Thisen,M,63208,1/1/99
48020,Nobuyoshi,Strandh,M,40000,1/1/99
48027,Snehasis,Servieres,F,40000,1/1/99
48028,Steve,Bach,F,44406,1/1/99
48031,Bezalel,Klassen,F,40000,1/1/99
48129,Froduald,Standera,F,40000,1/1/99
48131,Arne,Bharadwaj,F,43653,1/1/99
48043,Visit,Murtafg,M,52886,1/1/99
48044,Zhonghui,Luga,M,72915,1/1/99
48139,Perry,Bultermann,F,80436,1/1/99
48149,Sivanarayana,Nergos,M,59757,1/1/99
48058,Duke,Peltason,M,40000,1/1/99
48154,Baocai,Baba,M,60060,1/1/99
48071,Rafail,Dulay,M,78792,1/1/99
48077,Adly,Engberts,M,40000,1/1/99
48080,Florina,Coorg,F,50005,1/1/99
48092,Shuichi,Furudate,F,90583,1/1/99
48108,Shaowei,Cairo,F,59613,1/1/99
48161,Khalid,Gustavson,F,40000,1/1/99
48176,Hauke,Templeman,M,40000,1/1/99
48177,Xudong,Chinal,M,40000,1/1/99
48185,Adel,Pusterhofer,M,40000,1/1/99
48192,Eldridge,Soicher,M,45551,1/1/99
48314,Mang,Chiodo,M,51404,1/1/99
48201,Leen,Valtorta,M,40000,1/1/99
48327,Udaiprakash,Fandrianto,F,51868,1/1/99
48332,Hailing,Kleiser,F,52927,1/1/99
48202,Changho,Herbst,M,43876,1/1/99
48337,Martine,Fontet,M,44139,1/1/99
48221,Willard,Gist,M,40000,1/1/99
48343,Sungwon,Lung,F,45165,1/1/99
48240,Mooi,Lamba,M,49408,1/1/99
48362,Zvonko,Jording,M,52051,1/1/99
48368,Xuejia,Suessmith,F,48172,1/1/99
48370,Khatoun,Pellegrinelli,M,65014,1/1/99
48371,Valery,Krupka,F,60182,1/1/99
48375,Jaques,Aloia,M,41710,1/1/99
48376,Sreenivas,Wixon,M,50410,1/1/99
48243,Juyoung,Riesenhuber,M,42176,1/1/99
48387,Conor,Krybus,M,44749,1/1/99
48253,Babette,Muniz,F,40000,1/1/99
48393,Kristina,Flasterstein,M,40000,1/1/99
48403,Hongzue,Krider,M,72175,1/1/99
48405,Mona,Gustavson,M,46199,1/1/99
48254,Chenyi,Gomatam,F,66239,1/1/99
48407,Theirry,Gischer,M,90964,1/1/99
48267,Serenella,Validov,F,83322,1/1/99
48413,Sandeepan,Huhdanpaa,F,75748,1/1/99
48423,Szabolcs,Famili,M,40000,1/1/99
48426,Amstein,Conte,M,51116,1/1/99
48268,Kazuhisa,Hutton,F,54730,1/1/99
48270,Guadalupe,Lorys,M,52726,1/1/99
48285,Siamak,McAlpine,M,46773,1/1/99
48446,Parke,Kossowski,F,52936,1/1/99
48286,Roded,Ranum,F,58051,1/1/99
48488,Mong,Feldmann,M,54564,1/1/99
48472,Younwoo,Ratnaker,M,40000,1/1/99
48503,Pranas,Gammage,M,68225,1/1/99
48514,Dinah,Sadowsky,M,60364,1/1/99
48672,Mantis,Servi,M,76052,1/1/99
48682,Karoline,Sessa,F,78996,1/1/99
48683,Peer,Garnham,M,84149,1/1/99
48521,Yurij,Tzvieli,F,49550,1/1/99
48693,Quingbo,Erev,M,63309,1/1/99
48696,Irena,Giarratana,F,76758,1/1/99
48524,Danae,Wursthorn,M,40000,1/1/99
48701,Adly,Msuda,M,64560,1/1/99
48525,Heeju,Eastman,M,48601,1/1/99
48711,Khosrow,Schmittgen,F,40000,1/1/99
48533,Mohammed,Uhrig,M,40000,1/1/99
48534,Mountaz,Bultermann,M,96140,1/1/99
48542,Kazuhide,Zeilberger,M,55488,1/1/99
48736,Feixiong,Cunliffe,M,58912,1/1/99
48741,Marke,Maccarone,F,40000,1/1/99
48751,Takanari,Luit,M,40000,1/1/99
48546,Yongmin,Koblick,M,40000,1/1/99
48757,Stella,Gecseg,F,61143,1/1/99
48557,Halsur,Picht,M,40000,1/1/99
48772,Sanjai,Hoogerwoord,M,47335,1/1/99
48775,Ranga,Pillow,F,55130,1/1/99
48562,Tokuyasu,Cmelik,M,53051,1/1/99
48785,Zhenhua,Pappas,M,40000,1/1/99
48791,Kinh,Covnot,M,49456,1/1/99
48563,Alejandro,Candan,M,61465,1/1/99
48577,Peternela,Piazza,M,64261,1/1/99
48799,Frederique,Giarratana,F,48572,1/1/99
48803,Yuuichi,Bhattacharjee,M,48143,1/1/99
48809,Masami,Farrow,M,45564,1/1/99
48811,Subhada,Zlotek,M,56929,1/1/99
48816,Moty,Stanger,F,43246,1/1/99
48818,Monique,Welham,M,77932,1/1/99
48832,Kitty,Clouatre,F,40000,1/1/99
48578,Ymte,Luiz,M,40000,1/1/99
48834,Felicidad,Ferriere,F,68502,1/1/99
48591,Kamran,Rahier,M,45831,1/1/99
48838,Gay,Meszaros,F,65816,1/1/99
48840,Gay,Alpay,M,55885,1/1/99
48841,Krisda,Busillo,F,55440,1/1/99
48847,Pramod,Hoogerwoord,M,40000,1/1/99
48602,Seongbae,Matheson,F,40000,1/1/99
48626,Jianwen,Munro,F,69522,1/1/99
